midnight_passenger_01_f000001|There was no air of uncertainty upon the handsome countenance of Mister Randall Clayton as he stepped out of the elevator of a sedate Fourteenth Street business building and approvingly sniffed the April morning breeze.|There was no air of uncertainty upon the handsome countenance of Mister Randall Clayton as he stepped out of the elevator of a sedate Fourteenth Street business building and approvingly sniffed the April morning breeze.
midnight_passenger_01_f000002|On this particular Saturday of ninety-seven, the shopping multitude was already pouring from the Scylla of Simpson,|On this particular Saturday of ninety-seven, the shopping multitude was already pouring from the Scylla of Simpson,
midnight_passenger_01_f000003|Crawford & Simpson's on Sixth Avenue - and its Charybdis of the Big Store - past the jungles of Altman's,|Crawford  Simpson's on Sixth Avenue - and its Charybdis of the Big Store - past the jungles of Altman's,
midnight_passenger_01_f000004|Ehrich's and O'Neill's - to dash feebly upon the buttressed corner of Macy's, and then die away in refluent,|Ehrich's and O'Neill's - to dash feebly upon the buttressed corner of Macy's, and then die away in refluent,
midnight_passenger_01_f000005|diverted waves, lost in the fastnesses of McCreery's and Wanamaker's, far down Broadway.|diverted waves, lost in the fastnesses of McCreery's and Wanamaker's, far down Broadway.
midnight_passenger_01_f000006|The pulses of the young man were vaguely thrilled with the coming of spring, and so he complacently took in the never-ceasing tide of eager women,|The pulses of the young man were vaguely thrilled with the coming of spring, and so he complacently took in the never-ceasing tide of eager women,
midnight_passenger_01_f000007|on the street's shady side, with one comprehensive and kindly glance.|on the street's shady side, with one comprehensive and kindly glance.
midnight_passenger_01_f000008|For six long years he had cautiously studied that same sea of always anxious faces!|For six long years he had cautiously studied that same sea of always anxious faces!
midnight_passenger_01_f000009|He well knew all the types from the disdainful woman of fashion, the crafty daughter of sin, the vacuous country visitor,|He well knew all the types from the disdainful woman of fashion, the crafty daughter of sin, the vacuous country visitor,
midnight_passenger_01_f000010|down to the argus-eyed mere de famille, sternly resolute in her set purpose of making three dollars take the place of five, by some heaven-sent bargain.|down to the argus-eyed mere de famille, sternly resolute in her set purpose of making three dollars take the place of five, by some heaven-sent bargain.
midnight_passenger_01_f000011|Countless times he had threaded this restless multitude, with an alert devotion to the interests of the Western Trading Company.|Countless times he had threaded this restless multitude, with an alert devotion to the interests of the Western Trading Company.
midnight_passenger_01_f000012|He was, to the ordinary lounger, but the type of the average well-groomed New York business man.|He was, to the ordinary lounger, but the type of the average well-groomed New York business man.
midnight_passenger_01_f000013|And yet, his watchful eyes swept keenly to right and left, as he breasted the singularly inharmonious waves of the weaker sex.|And yet, his watchful eyes swept keenly to right and left, as he breasted the singularly inharmonious waves of the weaker sex.
midnight_passenger_01_f000014|His left hand firmly gripped a Russian leather portmanteau of substantial construction, while his right lay loosely in the pocket of his modish spring overcoat.|His left hand firmly gripped a Russian leather portmanteau of substantial construction, while his right lay loosely in the pocket of his modish spring overcoat.
midnight_passenger_01_f000015|To one having the gift of Asmodeus, that well-gloved right hand would have been revealed as resting upon the handle of a heavy revolver,|To one having the gift of Asmodeus, that well-gloved right hand would have been revealed as resting upon the handle of a heavy revolver,
midnight_passenger_01_f000016|and the contents of the tourist-looking portmanteau been known as some thirty-eight thousand dollars in well-thumbed currency and greasy checks of polyglot signatures.|and the contents of the tourist-looking portmanteau been known as some thirty-eight thousand dollars in well-thumbed currency and greasy checks of polyglot signatures.
midnight_passenger_01_f000017|It was the short day of the week's business, and the usual route for making his bank deposit lay before him.|It was the short day of the week's business, and the usual route for making his bank deposit lay before him.
midnight_passenger_01_f000018|Down University Place to Eighth Street he was bent, thus avoiding the Broadway crush, and over to the shaded counting rooms of the Astor Place Bank.|Down University Place to Eighth Street he was bent, thus avoiding the Broadway crush, and over to the shaded counting rooms of the Astor Place Bank.
midnight_passenger_01_f000019|Clayton's mind was concentrated, as usual, upon his important business.|Clayton's mind was concentrated, as usual, upon his important business.
midnight_passenger_01_f000020|Few of the neighbors in the great office building knew of the vast interests represented by the modest sign Western Trading Company.|Few of the neighbors in the great office building knew of the vast interests represented by the modest sign Western Trading Company.
midnight_passenger_01_f000021|Certain gray-bearded bookkeepers, a couple of brisk correspondents, a stony-faced woman stenographer,|Certain gray-bearded bookkeepers, a couple of brisk correspondents, a stony-faced woman stenographer,
midnight_passenger_01_f000022|with a couple of ferret-eyed office boys were the office force, besides the travelling manager and Mister Randall Clayton,|with a couple of ferret-eyed office boys were the office force, besides the travelling manager and Mister Randall Clayton,
midnight_passenger_01_f000023|the cashier and personal representative of the absent head, who rarely left his Detroit home to interfere with the well-oiled movements of the New York end.|the cashier and personal representative of the absent head, who rarely left his Detroit home to interfere with the well-oiled movements of the New York end.
midnight_passenger_01_f000024|But daily, rain or shine, Mister Randall Clayton himself took his way to the bank to deposit the funds to meet their never-ceasing outflow of Western exchange.|But daily, rain or shine, Mister Randall Clayton himself took his way to the bank to deposit the funds to meet their never-ceasing outflow of Western exchange.
midnight_passenger_01_f000025|There was an air of grave prosperity in the sober offices of the great cattle company which impressed even the casual wanderer.|There was an air of grave prosperity in the sober offices of the great cattle company which impressed even the casual wanderer.
midnight_passenger_01_f000026|Silence and decorum marked all the transactions of the weekly messengers, paying in the heavy accounts of the hundreds of New York butchers who drew their daily supplies from these great occidental cattle handlers.|Silence and decorum marked all the transactions of the weekly messengers, paying in the heavy accounts of the hundreds of New York butchers who drew their daily supplies from these great occidental cattle handlers.
